geo,geo_label,sex,sex_label,age,age_label,time,value
AT,Austria,F,Females,TOTAL,Total,2021,0
AT,Austria,F,Females,TOTAL,Total,2022,0
AT,Austria,F,Females,TOTAL,Total,2023,0
AT,Austria,F,Females,TOTAL,Total,2024,0
AT,Austria,F,Females,TOTAL,Total,2025,0
BE,Belgium,F,Females,TOTAL,Total,2021,415
BE,Belgium,F,Females,TOTAL,Total,2022,35
BE,Belgium,F,Females,TOTAL,Total,2023,150
BE,Belgium,F,Females,TOTAL,Total,2024,215
BE,Belgium,F,Females,TOTAL,Total,2025,30
BG,Bulgaria,F,Females,TOTAL,Total,2021,0
BG,Bulgaria,F,Females,TOTAL,Total,2022,0
BG,Bulgaria,F,Females,TOTAL,Total,2023,5
BG,Bulgaria,F,Females,TOTAL,Total,2024,5
BG,Bulgaria,F,Females,TOTAL,Total,2025,5
CH,Switzerland,F,Females,TOTAL,Total,2021,520
CH,Switzerland,F,Females,TOTAL,Total,2022,300
CH,Switzerland,F,Females,TOTAL,Total,2023,200
CH,Switzerland,F,Females,TOTAL,Total,2024,0
CH,Switzerland,F,Females,TOTAL,Total,2025,20
CY,Cyprus,F,Females,TOTAL,Total,2021,0
CY,Cyprus,F,Females,TOTAL,Total,2022,0
CY,Cyprus,F,Females,TOTAL,Total,2023,0
CY,Cyprus,F,Females,TOTAL,Total,2024,0
CY,Cyprus,F,Females,TOTAL,Total,2025,0
CZ,Czechia,F,Females,TOTAL,Total,2021,0
CZ,Czechia,F,Females,TOTAL,Total,2022,0
CZ,Czechia,F,Females,TOTAL,Total,2023,0
CZ,Czechia,F,Females,TOTAL,Total,2024,0
CZ,Czechia,F,Females,TOTAL,Total,2025,0
DE,Germany,F,Females,TOTAL,Total,2021,2745
DE,Germany,F,Females,TOTAL,Total,2022,2335
DE,Germany,F,Females,TOTAL,Total,2023,2420
DE,Germany,F,Females,TOTAL,Total,2024,2895
DE,Germany,F,Females,TOTAL,Total,2025,1180
DK,Denmark,F,Females,TOTAL,Total,2021,40
DK,Denmark,F,Females,TOTAL,Total,2022,100
DK,Denmark,F,Females,TOTAL,Total,2023,105
DK,Denmark,F,Females,TOTAL,Total,2024,25
DK,Denmark,F,Females,TOTAL,Total,2025,245
EE,Estonia,F,Females,TOTAL,Total,2021,0
EE,Estonia,F,Females,TOTAL,Total,2022,0
EE,Estonia,F,Females,TOTAL,Total,2023,0
EE,Estonia,F,Females,TOTAL,Total,2024,0
EE,Estonia,F,Females,TOTAL,Total,2025,0
EL,Greece,F,Females,TOTAL,Total,2021,0
EL,Greece,F,Females,TOTAL,Total,2022,0
EL,Greece,F,Females,TOTAL,Total,2023,0
EL,Greece,F,Females,TOTAL,Total,2024,0
EL,Greece,F,Females,TOTAL,Total,2025,0
ES,Spain,F,Females,TOTAL,Total,2021,240
ES,Spain,F,Females,TOTAL,Total,2022,505
ES,Spain,F,Females,TOTAL,Total,2023,515
ES,Spain,F,Females,TOTAL,Total,2024,340
ES,Spain,F,Females,TOTAL,Total,2025,395
EU27_2020,European Union - 27 countries (from 2020),F,Females,TOTAL,Total,2021,11075
EU27_2020,European Union - 27 countries (from 2020),F,Females,TOTAL,Total,2022,9015
EU27_2020,European Union - 27 countries (from 2020),F,Females,TOTAL,Total,2023,7045
EU27_2020,European Union - 27 countries (from 2020),F,Females,TOTAL,Total,2024,7125
EU27_2020,European Union - 27 countries (from 2020),F,Females,TOTAL,Total,2025,5570
FI,Finland,F,Females,TOTAL,Total,2021,405
FI,Finland,F,Females,TOTAL,Total,2022,490
FI,Finland,F,Females,TOTAL,Total,2023,735
FI,Finland,F,Females,TOTAL,Total,2024,405
FI,Finland,F,Females,TOTAL,Total,2025,370
FR,France,F,Females,TOTAL,Total,2021,925
FR,France,F,Females,TOTAL,Total,2022,1550
FR,France,F,Females,TOTAL,Total,2023,1425
FR,France,F,Females,TOTAL,Total,2024,1270
FR,France,F,Females,TOTAL,Total,2025,1680
HR,Croatia,F,Females,TOTAL,Total,2021,0
HR,Croatia,F,Females,TOTAL,Total,2022,0
HR,Croatia,F,Females,TOTAL,Total,2023,0
HR,Croatia,F,Females,TOTAL,Total,2024,0
HR,Croatia,F,Females,TOTAL,Total,2025,0
HU,Hungary,F,Females,TOTAL,Total,2021,0
HU,Hungary,F,Females,TOTAL,Total,2022,0
HU,Hungary,F,Females,TOTAL,Total,2023,0
HU,Hungary,F,Females,TOTAL,Total,2024,0
HU,Hungary,F,Females,TOTAL,Total,2025,0
IE,Ireland,F,Females,TOTAL,Total,2021,220
IE,Ireland,F,Females,TOTAL,Total,2022,175
IE,Ireland,F,Females,TOTAL,Total,2023,60
IE,Ireland,F,Females,TOTAL,Total,2024,95
IE,Ireland,F,Females,TOTAL,Total,2025,130
IS,Iceland,F,Females,TOTAL,Total,2021,20
IS,Iceland,F,Females,TOTAL,Total,2022,0
IS,Iceland,F,Females,TOTAL,Total,2023,5
IS,Iceland,F,Females,TOTAL,Total,2024,5
IS,Iceland,F,Females,TOTAL,Total,2025,0
IT,Italy,F,Females,TOTAL,Total,2021,2685
IT,Italy,F,Females,TOTAL,Total,2022,650
IT,Italy,F,Females,TOTAL,Total,2023,830
IT,Italy,F,Females,TOTAL,Total,2024,860
IT,Italy,F,Females,TOTAL,Total,2025,485
LI,Liechtenstein,F,Females,TOTAL,Total,2021,0
LI,Liechtenstein,F,Females,TOTAL,Total,2022,0
LI,Liechtenstein,F,Females,TOTAL,Total,2023,0
LI,Liechtenstein,F,Females,TOTAL,Total,2024,0
LI,Liechtenstein,F,Females,TOTAL,Total,2025,0
LT,Lithuania,F,Females,TOTAL,Total,2021,10
LT,Lithuania,F,Females,TOTAL,Total,2022,0
LT,Lithuania,F,Females,TOTAL,Total,2023,0
LT,Lithuania,F,Females,TOTAL,Total,2024,0
LT,Lithuania,F,Females,TOTAL,Total,2025,0
LU,Luxembourg,F,Females,TOTAL,Total,2021,0
LU,Luxembourg,F,Females,TOTAL,Total,2022,0
LU,Luxembourg,F,Females,TOTAL,Total,2023,0
LU,Luxembourg,F,Females,TOTAL,Total,2024,0
LU,Luxembourg,F,Females,TOTAL,Total,2025,0
LV,Latvia,F,Females,TOTAL,Total,2021,0
LV,Latvia,F,Females,TOTAL,Total,2022,0
LV,Latvia,F,Females,TOTAL,Total,2023,0
LV,Latvia,F,Females,TOTAL,Total,2024,0
LV,Latvia,F,Females,TOTAL,Total,2025,0
MT,Malta,F,Females,TOTAL,Total,2021,0
MT,Malta,F,Females,TOTAL,Total,2022,0
MT,Malta,F,Females,TOTAL,Total,2023,0
MT,Malta,F,Females,TOTAL,Total,2024,0
MT,Malta,F,Females,TOTAL,Total,2025,0
NL,Netherlands,F,Females,TOTAL,Total,2021,220
NL,Netherlands,F,Females,TOTAL,Total,2022,650
NL,Netherlands,F,Females,TOTAL,Total,2023,395
NL,Netherlands,F,Females,TOTAL,Total,2024,375
NL,Netherlands,F,Females,TOTAL,Total,2025,250
NO,Norway,F,Females,TOTAL,Total,2021,1870
NO,Norway,F,Females,TOTAL,Total,2022,1605
NO,Norway,F,Females,TOTAL,Total,2023,1165
NO,Norway,F,Females,TOTAL,Total,2024,785
NO,Norway,F,Females,TOTAL,Total,2025,355
PL,Poland,F,Females,TOTAL,Total,2021,0
PL,Poland,F,Females,TOTAL,Total,2022,0
PL,Poland,F,Females,TOTAL,Total,2023,0
PL,Poland,F,Females,TOTAL,Total,2024,0
PL,Poland,F,Females,TOTAL,Total,2025,0
PT,Portugal,F,Females,TOTAL,Total,2021,5
PT,Portugal,F,Females,TOTAL,Total,2022,0
PT,Portugal,F,Females,TOTAL,Total,2023,0
PT,Portugal,F,Females,TOTAL,Total,2024,0
PT,Portugal,F,Females,TOTAL,Total,2025,120
RO,Romania,F,Females,TOTAL,Total,2021,35
RO,Romania,F,Females,TOTAL,Total,2022,45
RO,Romania,F,Females,TOTAL,Total,2023,70
RO,Romania,F,Females,TOTAL,Total,2024,0
RO,Romania,F,Females,TOTAL,Total,2025,75
SE,Sweden,F,Females,TOTAL,Total,2021,3125
SE,Sweden,F,Females,TOTAL,Total,2022,2480
SE,Sweden,F,Females,TOTAL,Total,2023,320
SE,Sweden,F,Females,TOTAL,Total,2024,625
SE,Sweden,F,Females,TOTAL,Total,2025,605
SI,Slovenia,F,Females,TOTAL,Total,2021,0
SI,Slovenia,F,Females,TOTAL,Total,2022,0
SI,Slovenia,F,Females,TOTAL,Total,2023,15
SI,Slovenia,F,Females,TOTAL,Total,2024,15
SI,Slovenia,F,Females,TOTAL,Total,2025,0
SK,Slovakia,F,Females,TOTAL,Total,2021,0
SK,Slovakia,F,Females,TOTAL,Total,2022,0
SK,Slovakia,F,Females,TOTAL,Total,2023,0
SK,Slovakia,F,Females,TOTAL,Total,2024,0
SK,Slovakia,F,Females,TOTAL,Total,2025,0
AT,Austria,F,Females,UNK,Unknown,2021,0
AT,Austria,F,Females,UNK,Unknown,2022,0
AT,Austria,F,Females,UNK,Unknown,2023,0
AT,Austria,F,Females,UNK,Unknown,2024,0
AT,Austria,F,Females,UNK,Unknown,2025,0
BE,Belgium,F,Females,UNK,Unknown,2021,0
BE,Belgium,F,Females,UNK,Unknown,2022,0
BE,Belgium,F,Females,UNK,Unknown,2023,0
BE,Belgium,F,Females,UNK,Unknown,2024,0
BE,Belgium,F,Females,UNK,Unknown,2025,0
BG,Bulgaria,F,Females,UNK,Unknown,2021,0
BG,Bulgaria,F,Females,UNK,Unknown,2022,0
BG,Bulgaria,F,Females,UNK,Unknown,2023,0
BG,Bulgaria,F,Females,UNK,Unknown,2024,0
BG,Bulgaria,F,Females,UNK,Unknown,2025,0
CH,Switzerland,F,Females,UNK,Unknown,2021,0
CH,Switzerland,F,Females,UNK,Unknown,2022,0
CH,Switzerland,F,Females,UNK,Unknown,2023,0
CH,Switzerland,F,Females,UNK,Unknown,2024,0
CH,Switzerland,F,Females,UNK,Unknown,2025,0
CY,Cyprus,F,Females,UNK,Unknown,2021,0
CY,Cyprus,F,Females,UNK,Unknown,2022,0
CY,Cyprus,F,Females,UNK,Unknown,2023,0
CY,Cyprus,F,Females,UNK,Unknown,2024,0
CY,Cyprus,F,Females,UNK,Unknown,2025,0
CZ,Czechia,F,Females,UNK,Unknown,2021,0
CZ,Czechia,F,Females,UNK,Unknown,2022,0
CZ,Czechia,F,Females,UNK,Unknown,2023,0
CZ,Czechia,F,Females,UNK,Unknown,2024,0
CZ,Czechia,F,Females,UNK,Unknown,2025,0
DE,Germany,F,Females,UNK,Unknown,2021,0
DE,Germany,F,Females,UNK,Unknown,2022,0
DE,Germany,F,Females,UNK,Unknown,2023,0
DE,Germany,F,Females,UNK,Unknown,2024,0
DE,Germany,F,Females,UNK,Unknown,2025,0
DK,Denmark,F,Females,UNK,Unknown,2021,0
DK,Denmark,F,Females,UNK,Unknown,2022,0
DK,Denmark,F,Females,UNK,Unknown,2023,0
DK,Denmark,F,Females,UNK,Unknown,2024,0
DK,Denmark,F,Females,UNK,Unknown,2025,0
EE,Estonia,F,Females,UNK,Unknown,2021,0
EE,Estonia,F,Females,UNK,Unknown,2022,0
EE,Estonia,F,Females,UNK,Unknown,2023,0
EE,Estonia,F,Females,UNK,Unknown,2024,0
EE,Estonia,F,Females,UNK,Unknown,2025,0
EL,Greece,F,Females,UNK,Unknown,2021,0
EL,Greece,F,Females,UNK,Unknown,2022,0
EL,Greece,F,Females,UNK,Unknown,2023,0
EL,Greece,F,Females,UNK,Unknown,2024,0
EL,Greece,F,Females,UNK,Unknown,2025,0
ES,Spain,F,Females,UNK,Unknown,2021,0
ES,Spain,F,Females,UNK,Unknown,2022,0
ES,Spain,F,Females,UNK,Unknown,2023,0
ES,Spain,F,Females,UNK,Unknown,2024,0
ES,Spain,F,Females,UNK,Unknown,2025,0
EU27_2020,European Union - 27 countries (from 2020),F,Females,UNK,Unknown,2021,0
EU27_2020,European Union - 27 countries (from 2020),F,Females,UNK,Unknown,2022,0
EU27_2020,European Union - 27 countries (from 2020),F,Females,UNK,Unknown,2023,0
EU27_2020,European Union - 27 countries (from 2020),F,Females,UNK,Unknown,2024,0
EU27_2020,European Union - 27 countries (from 2020),F,Females,UNK,Unknown,2025,0
FI,Finland,F,Females,UNK,Unknown,2021,0
FI,Finland,F,Females,UNK,Unknown,2022,0
FI,Finland,F,Females,UNK,Unknown,2023,0
FI,Finland,F,Females,UNK,Unknown,2024,0
FI,Finland,F,Females,UNK,Unknown,2025,0
FR,France,F,Females,UNK,Unknown,2021,0
FR,France,F,Females,UNK,Unknown,2022,0
FR,France,F,Females,UNK,Unknown,2023,0
FR,France,F,Females,UNK,Unknown,2024,0
FR,France,F,Females,UNK,Unknown,2025,0
HR,Croatia,F,Females,UNK,Unknown,2021,0
HR,Croatia,F,Females,UNK,Unknown,2022,0
HR,Croatia,F,Females,UNK,Unknown,2023,0
HR,Croatia,F,Females,UNK,Unknown,2024,0
HR,Croatia,F,Females,UNK,Unknown,2025,0
HU,Hungary,F,Females,UNK,Unknown,2021,0
HU,Hungary,F,Females,UNK,Unknown,2022,0
HU,Hungary,F,Females,UNK,Unknown,2023,0
HU,Hungary,F,Females,UNK,Unknown,2024,0
HU,Hungary,F,Females,UNK,Unknown,2025,0
IE,Ireland,F,Females,UNK,Unknown,2021,0
IE,Ireland,F,Females,UNK,Unknown,2022,0
IE,Ireland,F,Females,UNK,Unknown,2023,0
IE,Ireland,F,Females,UNK,Unknown,2024,0
IE,Ireland,F,Females,UNK,Unknown,2025,0
IS,Iceland,F,Females,UNK,Unknown,2021,0
IS,Iceland,F,Females,UNK,Unknown,2022,0
IS,Iceland,F,Females,UNK,Unknown,2023,0
IS,Iceland,F,Females,UNK,Unknown,2024,0
IS,Iceland,F,Females,UNK,Unknown,2025,0
IT,Italy,F,Females,UNK,Unknown,2021,0
IT,Italy,F,Females,UNK,Unknown,2022,0
IT,Italy,F,Females,UNK,Unknown,2023,0
IT,Italy,F,Females,UNK,Unknown,2024,0
IT,Italy,F,Females,UNK,Unknown,2025,0
LI,Liechtenstein,F,Females,UNK,Unknown,2021,0
LI,Liechtenstein,F,Females,UNK,Unknown,2022,0
LI,Liechtenstein,F,Females,UNK,Unknown,2023,0
LI,Liechtenstein,F,Females,UNK,Unknown,2024,0
LI,Liechtenstein,F,Females,UNK,Unknown,2025,0
LT,Lithuania,F,Females,UNK,Unknown,2021,0
LT,Lithuania,F,Females,UNK,Unknown,2022,0
LT,Lithuania,F,Females,UNK,Unknown,2023,0
LT,Lithuania,F,Females,UNK,Unknown,2024,0
LT,Lithuania,F,Females,UNK,Unknown,2025,0
LU,Luxembourg,F,Females,UNK,Unknown,2021,0
LU,Luxembourg,F,Females,UNK,Unknown,2022,0
LU,Luxembourg,F,Females,UNK,Unknown,2023,0
LU,Luxembourg,F,Females,UNK,Unknown,2024,0
LU,Luxembourg,F,Females,UNK,Unknown,2025,0
LV,Latvia,F,Females,UNK,Unknown,2021,0
LV,Latvia,F,Females,UNK,Unknown,2022,0
LV,Latvia,F,Females,UNK,Unknown,2023,0
LV,Latvia,F,Females,UNK,Unknown,2024,0
LV,Latvia,F,Females,UNK,Unknown,2025,0
MT,Malta,F,Females,UNK,Unknown,2021,0
MT,Malta,F,Females,UNK,Unknown,2022,0
MT,Malta,F,Females,UNK,Unknown,2023,0
MT,Malta,F,Females,UNK,Unknown,2024,0
MT,Malta,F,Females,UNK,Unknown,2025,0
NL,Netherlands,F,Females,UNK,Unknown,2021,0
NL,Netherlands,F,Females,UNK,Unknown,2022,0
NL,Netherlands,F,Females,UNK,Unknown,2023,0
NL,Netherlands,F,Females,UNK,Unknown,2024,0
NL,Netherlands,F,Females,UNK,Unknown,2025,0
NO,Norway,F,Females,UNK,Unknown,2021,0
NO,Norway,F,Females,UNK,Unknown,2022,0
NO,Norway,F,Females,UNK,Unknown,2023,0
NO,Norway,F,Females,UNK,Unknown,2024,0
NO,Norway,F,Females,UNK,Unknown,2025,0
PL,Poland,F,Females,UNK,Unknown,2021,0
PL,Poland,F,Females,UNK,Unknown,2022,0
PL,Poland,F,Females,UNK,Unknown,2023,0
PL,Poland,F,Females,UNK,Unknown,2024,0
PL,Poland,F,Females,UNK,Unknown,2025,0
PT,Portugal,F,Females,UNK,Unknown,2021,0
PT,Portugal,F,Females,UNK,Unknown,2022,0
PT,Portugal,F,Females,UNK,Unknown,2023,0
PT,Portugal,F,Females,UNK,Unknown,2024,0
PT,Portugal,F,Females,UNK,Unknown,2025,0
RO,Romania,F,Females,UNK,Unknown,2021,0
RO,Romania,F,Females,UNK,Unknown,2022,0
RO,Romania,F,Females,UNK,Unknown,2023,0
RO,Romania,F,Females,UNK,Unknown,2024,0
RO,Romania,F,Females,UNK,Unknown,2025,0
SE,Sweden,F,Females,UNK,Unknown,2021,0
SE,Sweden,F,Females,UNK,Unknown,2022,0
SE,Sweden,F,Females,UNK,Unknown,2023,0
SE,Sweden,F,Females,UNK,Unknown,2024,0
SE,Sweden,F,Females,UNK,Unknown,2025,0
SI,Slovenia,F,Females,UNK,Unknown,2021,0
SI,Slovenia,F,Females,UNK,Unknown,2022,0
SI,Slovenia,F,Females,UNK,Unknown,2023,0
SI,Slovenia,F,Females,UNK,Unknown,2024,0
SI,Slovenia,F,Females,UNK,Unknown,2025,0
SK,Slovakia,F,Females,UNK,Unknown,2021,0
SK,Slovakia,F,Females,UNK,Unknown,2022,0
SK,Slovakia,F,Females,UNK,Unknown,2023,0
SK,Slovakia,F,Females,UNK,Unknown,2024,0
SK,Slovakia,F,Females,UNK,Unknown,2025,0
AT,Austria,F,Females,Y14-17,From 14 to 17 years,2021,0
AT,Austria,F,Females,Y14-17,From 14 to 17 years,2022,0
AT,Austria,F,Females,Y14-17,From 14 to 17 years,2023,0
AT,Austria,F,Females,Y14-17,From 14 to 17 years,2024,0
AT,Austria,F,Females,Y14-17,From 14 to 17 years,2025,0
BE,Belgium,F,Females,Y14-17,From 14 to 17 years,2021,35
BE,Belgium,F,Females,Y14-17,From 14 to 17 years,2022,0
BE,Belgium,F,Females,Y14-17,From 14 to 17 years,2023,10
BE,Belgium,F,Females,Y14-17,From 14 to 17 years,2024,20
BE,Belgium,F,Females,Y14-17,From 14 to 17 years,2025,0
BG,Bulgaria,F,Females,Y14-17,From 14 to 17 years,2021,0
BG,Bulgaria,F,Females,Y14-17,From 14 to 17 years,2022,0
BG,Bulgaria,F,Females,Y14-17,From 14 to 17 years,2023,0
BG,Bulgaria,F,Females,Y14-17,From 14 to 17 years,2024,0
BG,Bulgaria,F,Females,Y14-17,From 14 to 17 years,2025,0
CH,Switzerland,F,Females,Y14-17,From 14 to 17 years,2021,40
CH,Switzerland,F,Females,Y14-17,From 14 to 17 years,2022,25
CH,Switzerland,F,Females,Y14-17,From 14 to 17 years,2023,10
CH,Switzerland,F,Females,Y14-17,From 14 to 17 years,2024,0
CH,Switzerland,F,Females,Y14-17,From 14 to 17 years,2025,0
CY,Cyprus,F,Females,Y14-17,From 14 to 17 years,2021,0
CY,Cyprus,F,Females,Y14-17,From 14 to 17 years,2022,0
CY,Cyprus,F,Females,Y14-17,From 14 to 17 years,2023,0
CY,Cyprus,F,Females,Y14-17,From 14 to 17 years,2024,0
CY,Cyprus,F,Females,Y14-17,From 14 to 17 years,2025,0
CZ,Czechia,F,Females,Y14-17,From 14 to 17 years,2021,0
CZ,Czechia,F,Females,Y14-17,From 14 to 17 years,2022,0
CZ,Czechia,F,Females,Y14-17,From 14 to 17 years,2023,0
CZ,Czechia,F,Females,Y14-17,From 14 to 17 years,2024,0
CZ,Czechia,F,Females,Y14-17,From 14 to 17 years,2025,0
DE,Germany,F,Females,Y14-17,From 14 to 17 years,2021,290
DE,Germany,F,Females,Y14-17,From 14 to 17 years,2022,225
DE,Germany,F,Females,Y14-17,From 14 to 17 years,2023,230
DE,Germany,F,Females,Y14-17,From 14 to 17 years,2024,210
DE,Germany,F,Females,Y14-17,From 14 to 17 years,2025,95
DK,Denmark,F,Females,Y14-17,From 14 to 17 years,2021,5
DK,Denmark,F,Females,Y14-17,From 14 to 17 years,2022,15
DK,Denmark,F,Females,Y14-17,From 14 to 17 years,2023,10
DK,Denmark,F,Females,Y14-17,From 14 to 17 years,2024,5
DK,Denmark,F,Females,Y14-17,From 14 to 17 years,2025,35
EE,Estonia,F,Females,Y14-17,From 14 to 17 years,2021,0
EE,Estonia,F,Females,Y14-17,From 14 to 17 years,2022,0
EE,Estonia,F,Females,Y14-17,From 14 to 17 years,2023,0
EE,Estonia,F,Females,Y14-17,From 14 to 17 years,2024,0
EE,Estonia,F,Females,Y14-17,From 14 to 17 years,2025,0
EL,Greece,F,Females,Y14-17,From 14 to 17 years,2021,0
EL,Greece,F,Females,Y14-17,From 14 to 17 years,2022,0
EL,Greece,F,Females,Y14-17,From 14 to 17 years,2023,0
EL,Greece,F,Females,Y14-17,From 14 to 17 years,2024,0
EL,Greece,F,Females,Y14-17,From 14 to 17 years,2025,0
ES,Spain,F,Females,Y14-17,From 14 to 17 years,2021,15
ES,Spain,F,Females,Y14-17,From 14 to 17 years,2022,30
ES,Spain,F,Females,Y14-17,From 14 to 17 years,2023,55
ES,Spain,F,Females,Y14-17,From 14 to 17 years,2024,25
ES,Spain,F,Females,Y14-17,From 14 to 17 years,2025,35
EU27_2020,European Union - 27 countries (from 2020),F,Females,Y14-17,From 14 to 17 years,2021,1010
EU27_2020,European Union - 27 countries (from 2020),F,Females,Y14-17,From 14 to 17 years,2022,820
EU27_2020,European Union - 27 countries (from 2020),F,Females,Y14-17,From 14 to 17 years,2023,675
EU27_2020,European Union - 27 countries (from 2020),F,Females,Y14-17,From 14 to 17 years,2024,580
EU27_2020,European Union - 27 countries (from 2020),F,Females,Y14-17,From 14 to 17 years,2025,530
FI,Finland,F,Females,Y14-17,From 14 to 17 years,2021,40
FI,Finland,F,Females,Y14-17,From 14 to 17 years,2022,50
FI,Finland,F,Females,Y14-17,From 14 to 17 years,2023,85
FI,Finland,F,Females,Y14-17,From 14 to 17 years,2024,40
FI,Finland,F,Females,Y14-17,From 14 to 17 years,2025,30
FR,France,F,Females,Y14-17,From 14 to 17 years,2021,95
FR,France,F,Females,Y14-17,From 14 to 17 years,2022,155
FR,France,F,Females,Y14-17,From 14 to 17 years,2023,170
FR,France,F,Females,Y14-17,From 14 to 17 years,2024,100
FR,France,F,Females,Y14-17,From 14 to 17 years,2025,165
HR,Croatia,F,Females,Y14-17,From 14 to 17 years,2021,0
HR,Croatia,F,Females,Y14-17,From 14 to 17 years,2022,0
HR,Croatia,F,Females,Y14-17,From 14 to 17 years,2023,0
HR,Croatia,F,Females,Y14-17,From 14 to 17 years,2024,0
HR,Croatia,F,Females,Y14-17,From 14 to 17 years,2025,0
HU,Hungary,F,Females,Y14-17,From 14 to 17 years,2021,0
HU,Hungary,F,Females,Y14-17,From 14 to 17 years,2022,0
HU,Hungary,F,Females,Y14-17,From 14 to 17 years,2023,0
HU,Hungary,F,Females,Y14-17,From 14 to 17 years,2024,0
HU,Hungary,F,Females,Y14-17,From 14 to 17 years,2025,0
IE,Ireland,F,Females,Y14-17,From 14 to 17 years,2021,10
IE,Ireland,F,Females,Y14-17,From 14 to 17 years,2022,15
IE,Ireland,F,Females,Y14-17,From 14 to 17 years,2023,5
IE,Ireland,F,Females,Y14-17,From 14 to 17 years,2024,5
IE,Ireland,F,Females,Y14-17,From 14 to 17 years,2025,15
IS,Iceland,F,Females,Y14-17,From 14 to 17 years,2021,0
IS,Iceland,F,Females,Y14-17,From 14 to 17 years,2022,0
IS,Iceland,F,Females,Y14-17,From 14 to 17 years,2023,0
IS,Iceland,F,Females,Y14-17,From 14 to 17 years,2024,0
IS,Iceland,F,Females,Y14-17,From 14 to 17 years,2025,0
IT,Italy,F,Females,Y14-17,From 14 to 17 years,2021,190
IT,Italy,F,Females,Y14-17,From 14 to 17 years,2022,40
IT,Italy,F,Females,Y14-17,From 14 to 17 years,2023,45
IT,Italy,F,Females,Y14-17,From 14 to 17 years,2024,65
IT,Italy,F,Females,Y14-17,From 14 to 17 years,2025,35
LI,Liechtenstein,F,Females,Y14-17,From 14 to 17 years,2021,0
LI,Liechtenstein,F,Females,Y14-17,From 14 to 17 years,2022,0
LI,Liechtenstein,F,Females,Y14-17,From 14 to 17 years,2023,0
LI,Liechtenstein,F,Females,Y14-17,From 14 to 17 years,2024,0
LI,Liechtenstein,F,Females,Y14-17,From 14 to 17 years,2025,0
LT,Lithuania,F,Females,Y14-17,From 14 to 17 years,2021,0
LT,Lithuania,F,Females,Y14-17,From 14 to 17 years,2022,0
LT,Lithuania,F,Females,Y14-17,From 14 to 17 years,2023,0
LT,Lithuania,F,Females,Y14-17,From 14 to 17 years,2024,0
LT,Lithuania,F,Females,Y14-17,From 14 to 17 years,2025,0
LU,Luxembourg,F,Females,Y14-17,From 14 to 17 years,2021,0
LU,Luxembourg,F,Females,Y14-17,From 14 to 17 years,2022,0
LU,Luxembourg,F,Females,Y14-17,From 14 to 17 years,2023,0
LU,Luxembourg,F,Females,Y14-17,From 14 to 17 years,2024,0
LU,Luxembourg,F,Females,Y14-17,From 14 to 17 years,2025,0
LV,Latvia,F,Females,Y14-17,From 14 to 17 years,2021,0
LV,Latvia,F,Females,Y14-17,From 14 to 17 years,2022,0
LV,Latvia,F,Females,Y14-17,From 14 to 17 years,2023,0
LV,Latvia,F,Females,Y14-17,From 14 to 17 years,2024,0
LV,Latvia,F,Females,Y14-17,From 14 to 17 years,2025,0
MT,Malta,F,Females,Y14-17,From 14 to 17 years,2021,0
MT,Malta,F,Females,Y14-17,From 14 to 17 years,2022,0
MT,Malta,F,Females,Y14-17,From 14 to 17 years,2023,0
MT,Malta,F,Females,Y14-17,From 14 to 17 years,2024,0
MT,Malta,F,Females,Y14-17,From 14 to 17 years,2025,0
NL,Netherlands,F,Females,Y14-17,From 14 to 17 years,2021,30
NL,Netherlands,F,Females,Y14-17,From 14 to 17 years,2022,55
NL,Netherlands,F,Females,Y14-17,From 14 to 17 years,2023,25
NL,Netherlands,F,Females,Y14-17,From 14 to 17 years,2024,45
NL,Netherlands,F,Females,Y14-17,From 14 to 17 years,2025,20
NO,Norway,F,Females,Y14-17,From 14 to 17 years,2021,140
NO,Norway,F,Females,Y14-17,From 14 to 17 years,2022,120
NO,Norway,F,Females,Y14-17,From 14 to 17 years,2023,85
NO,Norway,F,Females,Y14-17,From 14 to 17 years,2024,55
NO,Norway,F,Females,Y14-17,From 14 to 17 years,2025,25
PL,Poland,F,Females,Y14-17,From 14 to 17 years,2021,0
PL,Poland,F,Females,Y14-17,From 14 to 17 years,2022,0
PL,Poland,F,Females,Y14-17,From 14 to 17 years,2023,0
PL,Poland,F,Females,Y14-17,From 14 to 17 years,2024,0
PL,Poland,F,Females,Y14-17,From 14 to 17 years,2025,0
PT,Portugal,F,Females,Y14-17,From 14 to 17 years,2021,0
PT,Portugal,F,Females,Y14-17,From 14 to 17 years,2022,0
PT,Portugal,F,Females,Y14-17,From 14 to 17 years,2023,0
PT,Portugal,F,Females,Y14-17,From 14 to 17 years,2024,0
PT,Portugal,F,Females,Y14-17,From 14 to 17 years,2025,15
RO,Romania,F,Females,Y14-17,From 14 to 17 years,2021,0
RO,Romania,F,Females,Y14-17,From 14 to 17 years,2022,5
RO,Romania,F,Females,Y14-17,From 14 to 17 years,2023,10
RO,Romania,F,Females,Y14-17,From 14 to 17 years,2024,0
RO,Romania,F,Females,Y14-17,From 14 to 17 years,2025,5
SE,Sweden,F,Females,Y14-17,From 14 to 17 years,2021,300
SE,Sweden,F,Females,Y14-17,From 14 to 17 years,2022,230
SE,Sweden,F,Females,Y14-17,From 14 to 17 years,2023,25
SE,Sweden,F,Females,Y14-17,From 14 to 17 years,2024,60
